vessel_id,vessel_type_new,timestamp,timestamp_epoch,latitude,longitude,speed_knots,in_anchorage,in_port_boundary,safety_score,dwt,fuel_category,main_engine_fuel_type,aux_engine_fuel_type,boil_engine_fuel_type,engine_type,mep,vref,sfc_me,sfc_ae,sfc_ab,ael,abl,movement_mode,activity_hours,max_speed,load_factor,sfc_adjusted_me,sfc_adjusted_ae,sfc_adjusted_ab,me_fual_consumption(tonnes),ae_fual_consumption(tonnes),ab_fual_consumption(tonnes)
10498900,Chemical/Products Tanker,2025-03-31 12:02:28+00:00,1743422548,-4.183333333,110.95,11.94,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0005555555555556,14.103180000000002,0.61,336.23567839195977,209.1,300.0,1.0363494372904802,0.15607526033333333,0.03752083333333334
10498900,Chemical/Products Tanker,2025-03-31 13:05:31+00:00,1743426331,-4.305,111.12,11.88,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0508333333333333,14.103180000000002,0.6,336.23567839195977,209.1,300.0,1.0705828058919598,0.1639180205,0.03940625
10498900,Chemical/Products Tanker,2025-03-31 14:02:31+00:00,1743429751,-4.411666667,111.2766667,11.99,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.95,14.103180000000002,0.61,336.23567839195977,209.1,300.0,0.9839853069221104,0.14818917,0.035625
10498900,Chemical/Products Tanker,2025-03-31 15:05:28+00:00,1743433528,-4.531666667,111.45,11.0,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0491666666666666,14.103180000000002,0.47,336.23567839195977,209.1,300.0,0.8372931056442628,0.1636580395,0.03934375
10498900,Chemical/Products Tanker,2025-03-31 16:02:27+00:00,1743436947,-4.64,111.6083333,12.32,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9497222222222222,14.103180000000002,0.67,336.23567839195977,209.1,300.0,1.0804547321089473,0.14814583983333332,0.03561458333333334
10498900,Chemical/Products Tanker,2025-03-31 17:02:32+00:00,1743440552,-4.753333333,111.7766667,12.27,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0013888888888889,14.103180000000002,0.66,336.23567839195977,209.1,300.0,1.122230007074958,0.15620525083333334,0.03755208333333333
10498900,Chemical/Products Tanker,2025-03-31 18:02:28+00:00,1743444148,-4.87,111.9433333,12.11,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9988888888888888,14.103180000000002,0.63,336.23567839195977,209.1,300.0,1.0685452176809043,0.15581527933333333,0.03745833333333333
10498900,Chemical/Products Tanker,2025-03-31 19:02:28+00:00,1743447748,-4.986666667,112.11,12.51,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0,14.103180000000002,0.7,336.23567839195977,209.1,300.0,1.1885931231155777,0.1559886,0.0375
10498900,Chemical/Products Tanker,2025-03-31 20:02:30+00:00,1743451350,-5.105,112.2816667,12.58,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0005555555555556,14.103180000000002,0.71,336.23567839195977,209.1,300.0,1.2062427876659687,0.15607526033333333,0.03752083333333334
10498900,Chemical/Products Tanker,2025-03-31 21:02:27+00:00,1743454947,-5.223333333,112.4566667,12.41,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9991666666666666,14.103180000000002,0.68,336.23567839195977,209.1,300.0,1.1536711251649918,0.1558586095,0.03746875
10498900,Chemical/Products Tanker,2025-03-31 22:05:27+00:00,1743458727,-5.346666667,112.6333333,12.27,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.05,14.103180000000002,0.66,336.23567839195977,209.1,300.0,1.176707191884422,0.16378803,0.039375
10498900,Chemical/Products Tanker,2025-03-31 23:05:28+00:00,1743462328,-5.463333333,112.7983333,11.53,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0002777777777778,14.103180000000002,0.55,336.23567839195977,209.1,300.0,0.9341540118994276,0.1560319301666667,0.03751041666666667
10498900,Chemical/Products Tanker,2025-04-01 00:02:32+00:00,1743465752,-5.558333333,112.9566667,12.21,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9511111111111112,14.103180000000002,0.65,336.23567839195977,209.1,300.0,1.049735259843663,0.14836249066666668,0.03566666666666667
10498900,Chemical/Products Tanker,2025-04-01 01:02:30+00:00,1743469350,-5.676666667,113.1216667,12.12,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9994444444444444,14.103180000000002,0.63,336.23567839195977,209.1,300.0,1.069139514242462,0.15590193966666668,0.03747916666666667
10498900,Chemical/Products Tanker,2025-04-01 02:05:28+00:00,1743473128,-5.798333333,113.2983333,11.97,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0494444444444444,14.103180000000002,0.61,336.23567839195977,209.1,300.0,1.0869872776467058,0.16370136966666665,0.03935416666666666
10498900,Chemical/Products Tanker,2025-04-01 03:05:30+00:00,1743476730,-5.918333333,113.46,12.12,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0005555555555556,14.103180000000002,0.63,336.23567839195977,209.1,300.0,1.0703281073655777,0.15607526033333333,0.03752083333333334
10498900,Chemical/Products Tanker,2025-04-01 04:02:27+00:00,1743480147,-6.03,113.6166667,12.09,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9491666666666668,14.103180000000002,0.63,336.23567839195977,209.1,300.0,1.0153556754214825,0.14805917950000003,0.03559375000000001
10498900,Chemical/Products Tanker,2025-04-01 05:02:31+00:00,1743483751,-6.148333333,113.7783333,11.66,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.001111111111111,14.103180000000002,0.57,336.23567839195977,209.1,300.0,0.968929794029313,0.15616192066666668,0.03754166666666667
10498900,Chemical/Products Tanker,2025-04-01 06:02:29+00:00,1743487349,-6.273333333,113.93,11.65,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9994444444444444,14.103180000000002,0.56,336.23567839195977,209.1,300.0,0.9503462348821886,0.15590193966666668,0.03747916666666667
10498900,Chemical/Products Tanker,2025-04-01 07:02:32+00:00,1743490952,-6.395,114.085,12.02,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0008333333333332,14.103180000000002,0.62,336.23567839195977,209.1,300.0,1.0536312039694302,0.1561185905,0.03753125
10498900,Chemical/Products Tanker,2025-04-01 08:05:33+00:00,1743494733,-6.53,114.245,11.91,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.050277777777778,14.103180000000002,0.6,336.23567839195977,209.1,300.0,1.0700168091666669,0.16383136016666672,0.03938541666666668
10498900,Chemical/Products Tanker,2025-04-01 09:08:28+00:00,1743498508,-6.665,114.4083333,12.33,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0486111111111112,14.103180000000002,0.67,336.23567839195977,209.1,300.0,1.1929560145397125,0.16357137916666667,0.03932291666666667
10498900,Chemical/Products Tanker,2025-04-01 10:02:28+00:00,1743501748,-6.785,114.5466667,11.66,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9,14.103180000000002,0.57,336.23567839195977,209.1,300.0,0.8710689602261305,0.14038974,0.03375
10498900,Chemical/Products Tanker,2025-04-01 11:08:28+00:00,1743505708,-6.926666667,114.71,11.88,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.1,14.103180000000002,0.6,336.23567839195977,209.1,300.0,1.120673516080402,0.17158746000000002,0.04125
10498900,Chemical/Products Tanker,2025-04-01 12:01:18+00:00,1743508878,-7.03937,114.8463517,12.64,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.8805555555555555,14.103180000000002,0.72,336.23567839195977,209.1,300.0,1.0765257715075374,0.1373566283333333,0.03302083333333333
10498900,Chemical/Products Tanker,2025-04-01 13:02:30+00:00,1743512550,-7.203333333,114.99,12.86,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.02,14.103180000000002,0.76,336.23567839195977,209.1,300.0,1.3162819843417084,0.159108372,0.03825
10498900,Chemical/Products Tanker,2025-04-01 14:02:27.181000+00:00,1743516147,-7.368153333,115.1263583,9.42,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9992169444444444,14.103180000000002,0.3,336.23567839195977,209.1,300.0,0.5089981665716687,0.15586645226016668,0.03747063541666666
10498900,Chemical/Products Tanker,2025-04-01 15:02:28.894000+00:00,1743519748,-7.531666667,115.2483333,10.75,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0004758333333337,14.103180000000002,0.44,336.23567839195977,209.1,300.0,0.7474711799300915,0.15606282457550008,0.037517843750000016
10498900,Chemical/Products Tanker,2025-04-01 16:05:27+00:00,1743523527,-7.691666667,115.385,11.71,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.049473888888889,14.103180000000002,0.57,336.23567839195977,209.1,300.0,1.0157379213099091,0.16370596266433338,0.03935527083333334
10498900,Chemical/Products Tanker,2025-04-01 17:02:33+00:00,1743526953,-7.825,115.5083333,11.48,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.9516666666666668,14.103180000000002,0.54,336.23567839195977,209.1,300.0,0.8725971513844221,0.148449151,0.035687500000000004
10498900,Chemical/Products Tanker,2025-04-01 18:05:29+00:00,1743530729,-7.983333333,115.6383333,12.02,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.048888888888889,14.103180000000002,0.62,336.23567839195977,209.1,300.0,1.1042218779318815,0.16361470933333336,0.03933333333333334
10498900,Chemical/Products Tanker,2025-04-01 19:11:28+00:00,1743534688,-8.156666667,115.78,11.53,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,1.0997222222222225,14.103180000000002,0.55,336.23567839195977,209.1,300.0,1.027024641241276,0.17154412983333336,0.04123958333333334
10498900,Chemical/Products Tanker,2025-04-01 20:02:27+00:00,1743537747,-8.3,115.845,10.4,,,4,40483,2,Methanol,DISTILLATE FUEL,DISTILLATE FUEL,SSD,5050,13.23,156.7,209.1,300,746,125,Transit,0.8497222222222223,14.103180000000002,0.4,336.23567839195977,209.1,300.0,0.5771279942238973,0.13254697983333336,0.031864583333333335
